Team,Status,Team rating,CB,LB,RB,ST,CM,AM,LM,DM,LW,RW,RM,Rival team rating,CBr,LBr,RBr,STr,CMr,AMr,LMr,DMr,LWr,RWr,RMr,Result,Round,Team_encoded,Status_encoded
Bournemouth,Guest,7.4,2,1,1,1,0,1,0,2,1,1,0,6.6,2,1,1,1,0,2,0,1,1,1,0,Win,29,2,0
Crystal palace,Home,7.6,3,0,0,1,2,2,1,0,0,0,1,6.5,3,0,0,1,2,2,1,0,0,0,1,Win,29,7,1
Newcatle,Guest,6.5,3,0,0,1,2,2,1,0,0,0,1,7.6,3,0,0,1,2,2,1,0,0,0,1,Lost,29,14,0
Everton,Home,7.6,2,1,1,1,2,1,1,0,0,0,1,6.4,2,1,1,1,3,0,0,0,1,1,0,Win,29,8,1
Liverpool,Guest,6.4,2,1,1,1,3,0,0,0,1,1,0,7.6,2,1,1,1,2,1,1,0,0,0,1,Lost,29,10,0
Man utd,Home,7.3,2,1,1,1,0,1,0,2,1,1,0,6.6,3,0,0,2,3,0,1,0,0,0,1,Win,29,13,1
Sheffiled utd,Guest,6.6,3,0,0,2,3,0,1,0,0,0,1,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,29,16,0
Brighton,Home,5.7,2,1,1,1,0,1,0,2,1,1,0,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,29,4,1
Man city,Guest,7.3,2,1,1,1,0,1,0,2,1,1,0,5.7,2,1,1,1,0,1,0,2,1,1,0,Win,29,12,0
Newcatle,Home,7.0,2,1,1,1,3,0,0,0,1,1,0,6.8,2,1,1,1,0,1,0,2,1,1,0,Win,30,14,1
West ham,Guest,6.8,2,1,1,1,0,1,0,2,1,1,0,7.0,2,1,1,1,3,0,0,0,1,1,0,Lost,30,18,0
Bournemouth,Home,6.9,2,1,1,1,0,1,0,2,1,1,0,6.7,2,1,1,1,2,1,1,0,0,0,1,Win,30,2,1
Everton,Guest,6.7,2,1,1,1,2,1,1,0,0,0,1,6.9,2,1,1,1,0,1,0,2,1,1,0,Lost,30,8,0
Chelsea,Home,7.3,2,1,1,1,0,1,0,2,1,1,0,7.0,2,1,1,2,2,0,1,0,0,0,1,Draw,30,6,1
Burnley,Guest,7.0,2,1,1,2,2,0,1,0,0,0,1,7.3,2,1,1,1,0,1,0,2,1,1,0,Draw,30,5,0
Nottm forest,Home,6.9,2,1,1,1,0,1,0,2,1,1,0,7.1,3,0,0,1,2,2,1,0,0,0,1,Draw,30,15,1
Crystal palace,Guest,7.1,3,0,0,1,2,2,1,0,0,0,1,6.9,2,1,1,1,0,1,0,2,1,1,0,Draw,30,7,0
Sheffiled utd,Home,7.1,3,0,0,2,3,0,1,0,0,0,1,6.8,2,1,1,1,0,1,0,2,1,1,0,Draw,30,16,1
Fulham,Guest,6.8,2,1,1,1,0,1,0,2,1,1,0,7.1,3,0,0,2,3,0,1,0,0,0,1,Draw,30,9,0
Tottenham,Home,7.3,2,1,1,1,0,1,0,2,1,1,0,6.4,2,1,1,1,3,0,0,0,1,1,0,Win,30,17,1
Luton,Guest,6.4,2,1,1,1,3,0,0,0,1,1,0,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,30,11,0
Aston Villa,Home,7.1,2,1,1,1,2,1,1,0,0,0,1,6.5,3,0,0,1,2,2,1,0,0,0,1,Win,30,1,1
Wolves,Guest,6.5,3,0,0,1,2,2,1,0,0,0,1,7.1,2,1,1,1,2,1,1,0,0,0,1,Lost,30,19,0
Brentford,Home,7.4,3,0,0,2,3,0,1,0,0,0,1,6.8,2,1,1,1,0,1,0,2,1,1,0,Draw,30,3,1
Man utd,Guest,6.8,2,1,1,1,0,1,0,2,1,1,0,7.4,3,0,0,2,3,0,1,0,0,0,1,Draw,30,13,0
Man city,Home,7.0,2,1,1,1,0,1,0,2,1,1,0,6.0,2,1,1,1,3,0,0,0,1,1,0,Draw,30,12,1
Arsenal,Guest,6.0,2,1,1,1,3,0,0,0,1,1,0,7.0,2,1,1,1,0,1,0,2,1,1,0,Draw,30,0,0
Liverpool,Home,7.5,2,1,1,1,3,0,0,0,1,1,0,6.7,2,1,1,1,0,1,0,2,1,1,0,Win,30,10,1
Brighton,Guest,6.7,2,1,1,1,0,1,0,2,1,1,0,7.5,2,1,1,1,3,0,0,0,1,1,0,Lost,30,4,0
Newcatle,Home,7.1,2,1,1,1,3,0,0,0,1,1,0,6.8,2,1,1,1,2,1,1,0,0,0,1,Draw,31,14,1
Everton,Guest,6.8,2,1,1,1,2,1,1,0,0,0,1,7.1,2,1,1,1,3,0,0,0,1,1,0,Draw,31,8,0
Nottm forest,Home,7.4,2,1,1,1,0,1,0,2,1,1,0,6.4,2,1,1,1,0,1,0,2,1,1,0,Win,31,15,1
Fulham,Guest,6.4,2,1,1,1,0,1,0,2,1,1,0,7.4,2,1,1,1,0,1,0,2,1,1,0,Lost,31,9,0
Bournemouth,Home,7.1,2,1,1,1,0,1,0,2,1,1,0,6.8,3,0,0,1,2,0,1,0,1,1,1,Win,31,2,1
Crystal palace,Guest,6.8,3,0,0,1,2,0,1,0,1,1,1,7.1,2,1,1,1,0,1,0,2,1,1,0,Lost,31,7,0
Burnley,Home,7.1,2,1,1,2,2,0,1,0,0,0,1,6.9,2,1,1,1,2,1,1,0,0,0,1,Draw,31,5,1
Wolves,Guest,6.9,2,1,1,1,2,1,1,0,0,0,1,7.1,2,1,1,2,2,0,1,0,0,0,1,Draw,31,19,0
West ham,Home,6.9,2,1,1,1,0,2,0,3,0,0,0,7.1,2,1,1,1,0,1,0,2,1,1,0,Draw,31,18,1
Tottenham,Guest,7.1,2,1,1,1,0,1,0,2,1,1,0,6.9,2,1,1,1,0,2,0,3,0,0,0,Draw,31,17,0
Arsenal,Home,7.0,2,1,1,1,3,0,0,0,1,1,0,6.3,3,0,0,1,2,2,1,0,0,0,1,Win,31,0,1
Luton,Guest,6.3,3,0,0,1,2,2,1,0,0,0,1,7.0,2,1,1,1,3,0,0,0,1,1,0,Lost,31,11,0
Brentford,Home,6.7,3,0,0,2,3,0,1,0,0,0,1,7.1,2,1,1,1,0,1,0,2,1,1,0,Draw,31,3,1
Brighton,Guest,7.1,2,1,1,1,0,1,0,2,1,1,0,6.7,3,0,0,2,3,0,1,0,0,0,1,Draw,31,4,0
Man city,Home,7.6,3,0,0,1,0,2,0,2,1,1,0,6.0,2,1,1,1,0,1,0,2,1,1,0,Win,31,12,1
Aston Villa,Guest,6.0,2,1,1,1,0,1,0,2,1,1,0,7.6,3,0,0,1,0,2,0,2,1,1,0,Lost,31,1,0
Liverpool,Home,7.4,2,1,1,1,3,0,0,0,1,1,0,6.3,3,0,0,2,3,0,1,0,0,0,1,Win,31,10,1
Sheffiled utd,Guest,6.3,3,0,0,2,3,0,1,0,0,0,1,7.4,2,1,1,1,3,0,0,0,1,1,0,Lost,31,16,0
Chelsea,Home,6.7,2,1,1,1,0,1,0,2,1,1,0,6.8,2,1,1,1,0,1,0,2,1,1,0,Win,31,6,1
Man utd,Guest,6.8,2,1,1,1,0,1,0,2,1,1,0,6.7,2,1,1,1,0,1,0,2,1,1,0,Lost,31,13,0
Crystal palace,Home,6.4,3,0,0,1,2,2,1,0,0,0,1,7.2,3,0,0,1,0,2,0,2,1,1,0,Lost,32,7,1
Man city,Guest,7.2,3,0,0,1,0,2,0,2,1,1,0,6.4,3,0,0,1,2,2,1,0,0,0,1,Win,32,12,0
Aston Villa,Home,6.8,2,1,1,1,2,1,1,0,0,0,1,6.8,3,0,0,2,3,0,1,0,0,0,1,Draw,32,1,1
Brentford,Guest,6.8,3,0,0,2,3,0,1,0,0,0,1,6.8,2,1,1,1,2,1,1,0,0,0,1,Draw,32,3,0
Everton,Home,7.4,2,1,1,1,2,1,1,0,0,0,1,6.3,2,1,1,2,2,0,1,0,0,0,1,Win,32,8,1
Burnley,Guest,6.3,2,1,1,2,2,0,1,0,0,0,1,7.4,2,1,1,1,2,1,1,0,0,0,1,Lost,32,5,0
Fulham,Home,6.9,2,1,1,1,0,1,0,2,1,1,0,7.1,2,1,1,1,3,0,0,0,1,1,0,Lost,32,9,1
Newcatle,Guest,7.1,2,1,1,1,3,0,0,0,1,1,0,6.9,2,1,1,1,0,1,0,2,1,1,0,Win,32,14,0
Luton,Home,7.3,3,0,0,1,2,2,1,0,0,0,1,6.7,2,1,1,1,0,1,0,2,1,1,0,Win,32,11,1
Bournemouth,Guest,6.7,2,1,1,1,0,1,0,2,1,1,0,7.3,3,0,0,1,2,2,1,0,0,0,1,Lost,32,2,0
Wolves,Home,6.7,3,0,0,1,2,2,1,0,0,0,1,7.1,2,1,1,1,0,1,0,2,1,1,0,Lost,32,19,1
West ham,Guest,7.1,2,1,1,1,0,1,0,2,1,1,0,6.7,3,0,0,1,2,2,1,0,0,0,1,Win,32,18,0
Brighton,Home,6.4,2,1,1,1,0,1,0,2,1,1,0,7.5,2,1,1,1,3,0,0,0,1,1,0,Lost,32,4,1
Arsenal,Guest,7.5,2,1,1,1,3,0,0,0,1,1,0,6.4,2,1,1,1,0,1,0,2,1,1,0,Win,32,0,0
Man utd,Home,7.2,2,1,1,1,0,1,0,2,1,1,0,6.9,2,1,1,1,3,0,0,0,1,1,0,Draw,32,13,1
Liverpool,Guest,6.9,2,1,1,1,3,0,0,0,1,1,0,7.2,2,1,1,1,0,1,0,2,1,1,0,Draw,32,10,0
Sheffiled utd,Home,7.1,3,0,0,2,3,0,1,0,0,0,1,7.0,2,1,1,1,0,1,0,2,1,1,0,Draw,32,16,1
Chelsea,Guest,7.0,2,1,1,1,0,1,0,2,1,1,0,7.1,3,0,0,2,3,0,1,0,0,0,1,Draw,32,6,0
Tottenham,Home,7.3,2,1,1,1,0,1,0,2,1,1,0,6.4,2,1,1,1,0,1,0,2,1,1,0,Win,32,17,1
Nottm forest,Guest,6.4,2,1,1,1,0,1,0,2,1,1,0,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,32,15,0
Newcatle,Home,7.7,2,1,1,1,3,0,0,0,1,1,0,6.1,2,1,1,1,0,1,0,2,1,1,0,Win,33,14,1
Tottenham,Guest,6.1,2,1,1,1,0,1,0,2,1,1,0,7.7,2,1,1,1,3,0,0,0,1,1,0,Lost,33,17,0
Brentford,Home,7.2,2,1,1,1,3,0,0,0,1,1,0,6.5,3,1,1,2,3,0,0,0,0,0,0,Win,33,3,1
Sheffiled utd,Guest,6.5,3,1,1,2,3,0,0,0,0,0,0,7.2,2,1,1,1,3,0,0,0,1,1,0,Lost,33,16,0
Burnley,Home,6.8,2,1,1,2,2,0,1,0,0,0,1,6.8,2,1,1,1,0,1,0,2,1,1,0,Draw,33,5,1
Brighton,Guest,6.8,2,1,1,1,0,1,0,2,1,1,0,6.8,2,1,1,2,2,0,1,0,0,0,1,Draw,33,4,0
Man city,Home,8.0,2,1,1,1,0,1,0,2,1,1,0,6.1,3,0,0,1,2,2,1,0,0,0,1,Win,33,12,1
Luton,Guest,6.1,3,0,0,1,2,2,1,0,0,0,1,8.0,2,1,1,1,0,1,0,2,1,1,0,Lost,33,11,0
Nottm forest,Home,6.9,2,1,1,1,0,1,0,2,1,1,0,6.7,3,0,0,2,2,1,1,0,0,0,1,Draw,33,15,1
Wolves,Guest,6.7,3,0,0,2,2,1,1,0,0,0,1,6.9,2,1,1,1,0,1,0,2,1,1,0,Draw,33,19,0
Bournemouth,Home,7.1,2,1,1,1,0,1,0,2,1,1,0,6.6,2,1,1,1,0,1,0,2,1,1,0,Draw,33,2,1
Man utd,Guest,6.6,2,1,1,1,0,1,0,2,1,1,0,7.1,2,1,1,1,0,1,0,2,1,1,0,Draw,33,13,0
Liverpool,Home,6.8,2,1,1,1,3,0,0,0,1,1,0,7.2,3,0,0,1,2,2,1,0,0,0,1,Lost,33,10,1
Crystal palace,Guest,7.2,3,0,0,1,2,2,1,0,0,0,1,6.8,2,1,1,1,3,0,0,0,1,1,0,Win,33,7,0
West ham,Home,6.6,2,1,1,1,0,1,0,2,1,1,0,7.5,2,1,1,1,0,1,0,2,1,1,0,Lost,33,18,1
Fulham,Guest,7.5,2,1,1,1,0,1,0,2,1,1,0,6.6,2,1,1,1,0,1,0,2,1,1,0,Win,33,9,0
Arsenal,Home,6.5,2,1,1,1,3,0,0,0,1,1,0,7.4,2,1,1,1,0,1,0,2,1,1,0,Lost,33,0,1
Aston Villa,Guest,7.4,2,1,1,1,0,1,0,2,1,1,0,6.5,2,1,1,1,3,0,0,0,1,1,0,Win,33,1,0
Chelsea,Home,7.5,2,1,1,1,0,1,0,2,1,1,0,5.7,2,1,1,1,2,1,1,0,0,0,1,Win,33,6,1
Everton,Guest,5.7,2,1,1,1,2,1,1,0,0,0,1,7.5,2,1,1,1,0,1,0,2,1,1,0,Lost,33,8,0
Luton,Home,6.1,3,0,0,1,2,2,1,0,0,0,1,7.5,2,1,1,1,3,0,0,0,1,1,0,Lost,34,11,1
Brentford,Guest,7.5,2,1,1,1,3,0,0,0,1,1,0,6.1,3,0,0,1,2,2,1,0,0,0,1,Win,34,3,0
Sheffiled utd,Home,6.2,2,1,1,1,3,0,0,0,1,1,0,7.6,2,1,1,2,2,0,1,0,0,0,1,Lost,34,16,1
Burnley,Guest,7.6,2,1,1,2,2,0,1,0,0,0,1,6.2,2,1,1,1,3,0,0,0,1,1,0,Win,34,5,0
Wolves,Home,6.3,3,0,0,1,2,2,1,0,0,0,1,7.4,2,1,1,1,3,0,0,0,1,1,0,Lost,34,19,1
Arsenal,Guest,7.4,2,1,1,1,3,0,0,0,1,1,0,6.3,3,0,0,1,2,2,1,0,0,0,1,Win,34,0,0
Everton,Home,7.3,2,1,1,1,2,1,1,0,0,0,1,6.2,2,1,1,1,0,1,0,2,1,1,0,Win,34,8,1
Nottm forest,Guest,6.2,2,1,1,1,0,1,0,2,1,1,0,7.3,2,1,1,1,2,1,1,0,0,0,1,Lost,34,15,0
Aston Villa,Home,7.8,2,1,1,2,2,0,1,0,0,0,1,6.5,2,1,1,1,0,1,0,2,1,1,0,Win,34,1,1
Bournemouth,Guest,6.5,2,1,1,1,0,1,0,2,1,1,0,7.8,2,1,1,2,2,0,1,0,0,0,1,Lost,34,2,0
Crystal palace,Home,7.3,3,0,0,1,2,2,1,0,0,0,1,5.7,2,1,1,1,0,1,0,2,1,1,0,Win,34,7,1
West ham,Guest,5.7,2,1,1,1,0,1,0,2,1,1,0,7.3,3,0,0,1,2,2,1,0,0,0,1,Lost,34,18,0
Fulham,Home,6.3,2,1,1,1,0,1,0,2,1,1,0,7.2,2,1,1,1,3,0,0,0,1,1,0,Lost,34,9,1
Liverpool,Guest,7.2,2,1,1,1,3,0,0,0,1,1,0,6.3,2,1,1,1,0,1,0,2,1,1,0,Win,34,10,0
Tottenham,Home,6.7,2,1,1,2,0,1,0,3,0,0,0,7.4,2,1,1,1,0,1,0,2,1,1,0,Lost,34,17,1
Man city,Guest,7.4,2,1,1,1,0,1,0,2,1,1,0,6.7,2,1,1,2,0,1,0,3,0,0,0,Win,34,12,0
Brighton,Home,6.6,2,1,1,1,0,1,0,2,1,1,0,7.0,2,1,1,1,0,1,0,2,1,1,0,Lost,34,4,1
Chelsea,Guest,7.0,2,1,1,1,0,1,0,2,1,1,0,6.6,2,1,1,1,0,1,0,2,1,1,0,Win,34,6,0
Man utd,Home,7.4,2,1,1,1,0,1,0,2,1,1,0,6.7,2,1,1,1,3,0,0,0,1,1,0,Win,34,13,1
Newcatle,Guest,6.7,2,1,1,1,3,0,0,0,1,1,0,7.4,2,1,1,1,0,1,0,2,1,1,0,Lost,34,14,0
West ham,Home,7.0,2,1,1,1,0,1,0,2,1,1,0,7.2,2,1,1,1,3,0,0,0,1,1,0,Draw,35,18,1
Liverpool,Guest,7.2,2,1,1,1,3,0,0,0,1,1,0,7.0,2,1,1,1,0,1,0,2,1,1,0,Draw,35,10,0
Fulham,Home,6.9,2,1,1,1,0,1,0,2,1,1,0,7.1,3,0,0,1,2,2,1,0,0,0,1,Draw,35,9,1
Crystal palace,Guest,7.1,3,0,0,1,2,2,1,0,0,0,1,6.9,2,1,1,1,0,1,0,2,1,1,0,Draw,35,7,0
Man utd,Home,7.2,2,1,1,1,0,1,0,2,1,1,0,7.0,2,1,1,2,2,0,1,0,0,0,1,Draw,35,13,1
Burnley,Guest,7.0,2,1,1,2,2,0,1,0,0,0,1,7.2,2,1,1,1,0,1,0,2,1,1,0,Draw,35,5,0
Newcatle,Home,7.6,2,1,1,1,3,0,0,0,1,1,0,6.5,3,0,0,2,3,0,1,0,0,0,1,Win,35,14,1
Sheffiled utd,Guest,6.5,3,0,0,2,3,0,1,0,0,0,1,7.6,2,1,1,1,3,0,0,0,1,1,0,Lost,35,16,0
Wolves,Home,7.3,2,1,1,1,0,2,0,1,1,1,0,6.7,3,0,0,1,2,2,1,0,0,0,1,Win,35,19,1
Luton,Guest,6.7,3,0,0,1,2,2,1,0,0,0,1,7.3,2,1,1,1,0,2,0,1,1,1,0,Lost,35,11,0
Everton,Home,7.3,2,1,1,1,2,1,1,0,0,0,1,6.6,2,1,1,1,3,0,0,0,1,1,0,Win,35,8,1
Brentford,Guest,6.6,2,1,1,1,3,0,0,0,1,1,0,7.3,2,1,1,1,2,1,1,0,0,0,1,Lost,35,3,0
Aston Villa,Home,6.3,2,1,1,1,2,1,1,0,0,0,1,7.3,2,1,1,1,0,1,0,2,1,1,0,Draw,35,1,1
Chelsea,Guest,7.3,2,1,1,1,0,1,0,2,1,1,0,6.3,2,1,1,1,2,1,1,0,0,0,1,Draw,35,6,0
Bournemouth,Home,7.4,2,1,1,2,2,0,1,0,0,0,1,6.4,2,1,1,1,0,1,0,2,1,1,0,Win,35,2,1
Brighton,Guest,6.4,2,1,1,1,0,1,0,2,1,1,0,7.4,2,1,1,2,2,0,1,0,0,0,1,Lost,35,4,0
Tottenham,Home,6.3,2,1,1,1,0,1,0,2,1,1,0,7.1,2,1,1,1,3,0,0,0,1,1,0,Lost,35,17,1
Arsenal,Guest,7.1,2,1,1,1,3,0,0,0,1,1,0,6.3,2,1,1,1,0,1,0,2,1,1,0,Win,35,0,0
Nottm forest,Home,6.4,3,1,1,1,2,0,1,0,0,0,1,7.5,2,1,1,1,0,2,0,1,1,1,0,Lost,35,15,1
Man city,Guest,7.5,2,1,1,1,0,2,0,1,1,1,0,6.4,3,1,1,1,2,0,1,0,0,0,1,Win,35,12,0
Luton,Home,7.0,3,0,0,1,2,2,1,0,0,0,1,6.8,2,1,1,1,2,1,1,0,0,0,1,Draw,36,11,1
Everton,Guest,6.8,2,1,1,1,2,1,1,0,0,0,1,7.0,3,0,0,1,2,2,1,0,0,0,1,Draw,36,8,0
Arsenal,Home,8.0,2,1,1,1,3,0,0,0,1,1,0,6.4,2,1,1,1,0,1,0,2,1,1,0,Win,36,0,1
Bournemouth,Guest,6.4,2,1,1,1,0,1,0,2,1,1,0,8.0,2,1,1,1,3,0,0,0,1,1,0,Lost,36,2,0
Brentford,Home,6.9,2,1,1,1,3,0,0,0,1,1,0,6.9,2,1,1,1,0,1,0,2,1,1,0,Draw,36,3,1
Fulham,Guest,6.9,2,1,1,1,0,1,0,2,1,1,0,6.9,2,1,1,1,3,0,0,0,1,1,0,Draw,36,9,0
Burnley,Home,6.4,2,1,1,1,0,1,0,2,1,1,0,7.4,2,1,1,2,2,0,1,0,0,0,1,Lost,36,5,1
Newcatle,Guest,7.4,2,1,1,2,2,0,1,0,0,0,1,6.4,2,1,1,1,0,1,0,2,1,1,0,Win,36,14,0
Sheffiled utd,Home,6.4,3,0,0,2,3,0,1,0,0,0,1,7.7,2,1,1,1,0,1,0,2,1,1,0,Lost,36,16,1
Nottm forest,Guest,7.7,2,1,1,1,0,1,0,2,1,1,0,6.4,3,0,0,2,3,0,1,0,0,0,1,Win,36,15,0
Man city,Home,7.3,2,1,1,1,0,1,0,2,1,1,0,6.2,3,0,0,2,3,0,1,0,0,0,1,Win,36,12,1
Wolves,Guest,6.2,3,0,0,2,3,0,1,0,0,0,1,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,36,19,0
Brighton,Home,7.2,2,1,1,1,0,1,0,2,1,1,0,6.5,2,1,1,1,0,1,0,2,1,1,0,Win,36,4,1
Aston Villa,Guest,6.5,2,1,1,1,0,1,0,2,1,1,0,7.2,2,1,1,1,0,1,0,2,1,1,0,Lost,36,1,0
Chelsea,Home,7.9,2,1,1,1,0,1,0,2,1,1,0,5.8,2,1,1,1,0,1,0,2,1,1,0,Win,36,6,1
West ham,Guest,5.8,2,1,1,1,0,1,0,2,1,1,0,7.9,2,1,1,1,0,1,0,2,1,1,0,Lost,36,18,0
Liverpool,Home,7.4,2,1,1,1,3,0,0,0,1,1,0,6.5,2,1,1,1,3,0,0,0,1,1,0,Win,36,10,1
Tottenham,Guest,6.5,2,1,1,1,3,0,0,0,1,1,0,7.4,2,1,1,1,3,0,0,0,1,1,0,Lost,36,17,0
Crystal palace,Home,7.6,3,0,0,1,2,2,1,0,0,0,1,5.9,2,1,1,1,0,1,0,2,1,1,0,Win,36,7,1
Man utd,Guest,5.9,2,1,1,1,0,1,0,2,1,1,0,7.6,3,0,0,1,2,2,1,0,0,0,1,Lost,36,13,0
Fulham,Home,5.9,2,1,1,1,0,1,0,2,1,1,0,7.5,2,1,1,1,0,1,0,2,1,1,0,Lost,37,9,1
Man city,Guest,7.5,2,1,1,1,0,1,0,2,1,1,0,5.9,2,1,1,1,0,1,0,2,1,1,0,Win,37,12,0
Bournemouth,Home,6.7,2,1,1,1,0,1,0,2,1,1,0,7.2,2,1,1,1,3,0,0,0,1,1,0,Lost,37,2,1
Brentford,Guest,7.2,2,1,1,1,3,0,0,0,1,1,0,6.7,2,1,1,1,0,1,0,2,1,1,0,Win,37,3,0
Everton,Home,7.3,2,1,1,1,2,1,1,0,0,0,1,6.5,3,0,0,2,3,0,1,0,0,0,1,Win,37,8,1
Sheffiled utd,Guest,6.5,3,0,0,2,3,0,1,0,0,0,1,7.3,2,1,1,1,2,1,1,0,0,0,1,Lost,37,16,0
Newcatle,Home,6.9,2,1,1,1,3,0,0,0,1,1,0,6.9,2,1,1,1,0,1,0,2,1,1,0,Draw,37,14,1
Brighton,Guest,6.9,2,1,1,1,0,1,0,2,1,1,0,6.9,2,1,1,1,3,0,0,0,1,1,0,Draw,37,4,0
Tottenham,Home,7.3,2,1,1,1,0,1,0,2,1,1,0,6.8,2,1,1,2,2,0,1,0,0,0,1,Win,37,17,1
Burnley,Guest,6.8,2,1,1,2,2,0,1,0,0,0,1,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,37,5,0
West ham,Home,7.5,2,1,1,1,0,1,0,2,1,1,0,6.3,3,0,0,1,2,2,1,0,0,0,1,Win,37,18,1
Luton,Guest,6.3,3,0,0,1,2,2,1,0,0,0,1,7.5,2,1,1,1,0,1,0,2,1,1,0,Lost,37,11,0
Wolves,Home,6.3,3,0,0,2,3,0,1,0,0,0,1,7.2,3,0,0,1,2,2,1,0,0,0,1,Lost,37,19,1
Crystal palace,Guest,7.2,3,0,0,1,2,2,1,0,0,0,1,6.3,3,0,0,2,3,0,1,0,0,0,1,Win,37,7,0
Nottm forest,Home,6.7,3,1,1,1,2,0,1,0,0,0,1,7.1,2,1,1,1,0,1,0,2,1,1,0,Lost,37,15,1
Chelsea,Guest,7.1,2,1,1,1,0,1,0,2,1,1,0,6.7,3,1,1,1,2,0,1,0,0,0,1,Win,37,6,0
Man utd,Home,6.8,2,1,1,1,0,1,0,2,1,1,0,7.2,2,1,1,1,3,0,0,0,1,1,0,Lost,37,13,1
Arsenal,Guest,7.2,2,1,1,1,3,0,0,0,1,1,0,6.8,2,1,1,1,0,1,0,2,1,1,0,Win,37,0,0
Aston Villa,Home,6.8,2,1,1,2,2,0,1,0,0,0,1,6.7,2,1,1,1,3,0,0,0,1,1,0,Draw,37,1,1
Liverpool,Guest,6.7,2,1,1,1,3,0,0,0,1,1,0,6.8,2,1,1,2,2,0,1,0,0,0,1,Draw,37,10,0
Arsenal,Home,7.2,2,1,1,1,3,0,0,0,1,1,0,6.5,2,1,1,1,2,1,1,0,0,0,1,Win,38,0,1
Everton,Guest,6.5,2,1,1,1,2,1,1,0,0,0,1,7.2,2,1,1,1,3,0,0,0,1,1,0,Lost,38,8,0
Brentford,Home,6.3,2,1,1,1,3,0,0,0,1,1,0,7.3,2,1,1,1,3,0,0,0,1,1,0,Lost,38,3,1
Newcatle,Guest,7.3,2,1,1,1,3,0,0,0,1,1,0,6.3,2,1,1,1,3,0,0,0,1,1,0,Win,38,14,0
Brighton,Home,6.4,2,1,1,1,0,1,0,2,1,1,0,7.1,2,1,1,2,0,0,0,2,1,1,0,Lost,38,4,1
Man utd,Guest,7.1,2,1,1,2,0,0,0,2,1,1,0,6.4,2,1,1,1,0,1,0,2,1,1,0,Win,38,13,0
Burnley,Home,6.8,2,1,1,2,2,0,1,0,0,0,1,7.2,2,1,1,1,0,1,0,2,1,1,0,Lost,38,5,1
Nottm forest,Guest,7.2,2,1,1,1,0,1,0,2,1,1,0,6.8,2,1,1,2,2,0,1,0,0,0,1,Win,38,15,0
Chelsea,Home,7.3,2,1,1,1,0,1,0,2,1,1,0,6.5,2,1,1,1,0,1,0,2,1,1,0,Win,38,6,1
Bournemouth,Guest,6.5,2,1,1,1,0,1,0,2,1,1,0,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,38,2,0
Crystal palace,Home,7.7,3,0,0,1,2,2,1,0,0,0,1,5.5,2,1,1,2,2,0,1,0,0,0,1,Win,38,7,1
Aston Villa,Guest,5.5,2,1,1,2,2,0,1,0,0,0,1,7.7,3,0,0,1,2,2,1,0,0,0,1,Lost,38,1,0
Liverpool,Home,7.6,2,1,1,1,3,0,0,0,1,1,0,6.4,3,1,1,1,2,0,1,0,0,0,1,Win,38,10,1
Wolves,Guest,6.4,3,1,1,1,2,0,1,0,0,0,1,7.6,2,1,1,1,3,0,0,0,1,1,0,Lost,38,19,0
Luton,Home,6.3,3,0,0,1,2,2,1,0,0,0,1,7.3,2,1,1,1,0,1,0,2,1,1,0,Lost,38,11,1
Fulham,Guest,7.3,2,1,1,1,0,1,0,2,1,1,0,6.3,3,0,0,1,2,2,1,0,0,0,1,Win,38,9,0
Man city,Home,7.7,2,1,1,1,0,2,0,1,1,1,0,6.2,3,0,0,1,2,0,1,0,1,1,1,Win,38,12,1
West ham,Guest,6.2,3,0,0,1,2,0,1,0,1,1,1,7.7,2,1,1,1,0,2,0,1,1,1,0,Lost,38,18,0
Sheffiled utd,Home,6.1,3,0,0,2,3,0,1,0,0,0,1,7.4,2,1,1,1,3,0,0,0,1,1,0,Lost,38,16,1
Tottenham,Guest,7.4,2,1,1,1,3,0,0,0,1,1,0,6.1,3,0,0,2,3,0,1,0,0,0,1,Win,38,17,0
